TEXT (BAHASA),TEXT (ENGLISH),DATA STATUS,FIRST ANNOTATOR,SECOND ANNOTATOR
saya sedang berkumpul dengan keluarga tetapi salah satu paman saya mengatakan bahwa saya harus mendengarkan saran orang yang lebih tua untuk memilih jurusan perkuliahan karena menurut paman saya jurusan yang saya pilih salah sehingga saya harus berfikir terus terusan tetapi akhirnya saya memilih jurusan sendiri,I was hanging out with my family but one of my uncles said that I should listen to the advice of my elders to choose a college major because according to my uncle the major I chose was wrong so I had to think all the time but in the end I chose my own major,RAW-ORI,No Distortion,No Distortion
Sering terjadi ketika saya bersosial media,This often happens when I use social media,RAW-ORI,No Distortion,No Distortion
Saya selalu menyaring informasi melakukan cross check fakta supaya tidak menelan informasi secara mentah mentah,I always filter information by cross checking facts so as not to swallow information raw,RAW-ORI,No Distortion,No Distortion
Saya sudah mengenal diri saya dengan baik. Sehingga saya berani berbicara bahwa walaupun saya berteman dengan orang yang membawa dampak buruk. Saya tidak akan terpengaruh karena saya tau saya seperti apa dan saya akan kembali Ke diri saya yang saya kenal tersebut.,I already know myself well. So I dare to say that even though I am friends with people who have a bad impact. I will not be affected because I know what I am like and I will return to the me I know.,RAW-ORI,No Distortion,No Distortion
"Pada sebuah ajang kompetisi, saya malah berpikir buruk tentang kemampuan saya semasa seseorang mengomentari bahwa melawan saya itu gampang","At a competition event, I even thought badly about my abilities when someone commented that it was easy to fight me",RAW-ORI,No Distortion,No Distortion
"Saya lulus di prodi hubungan internasional, begitu banyak ucapan dari teman dan saudara. Tetapi, Ayah saya tidak memberikan ucapan selamat sama sekali, hal itu membuat saya sedih dan sakit hati bahkan selalu overthinking.","I graduated in the international relations study program, that's what many friends and relatives said. However, my father didn't congratulate me at all, this made me sad and hurt and even always overthinking.",RAW-ORI,No Distortion,No Distortion
"Ini sering terjadi saat saya awal mengenai seseorang. Tapi saat mengenal lebih jauh, ada kebiasaan yang menurut saya buruk yang dimiliki terlihat. Jadi itu yang biasa membuat saya tidak percaya akan orang lain dan mudah memutuskan hubungan pertemanan juga.","This often happens when I first hit someone. But when I got to know more, there were habits that I thought were bad that he had. So that's what usually makes me distrust other people and easily break off friendships too.",RAW-ORI,No Distortion,No Distortion
"Saya pernah masak dan masakannya dipuji enak, namun ada komentar yang menyatakan bahwa rasa masakan saya kurang asin, saya tidak terlalu memusingkan hal tersebut karena pandangan orang tentunya pasti berbeda-beda.","I once cooked and the food was praised as delicious, but there were comments stating that the taste of my food was not salty enough, I don't really worry about that because people's views are definitely different.",RAW-ORI,No Distortion,No Distortion
Saya lebih memikirkan komentar negatif mengenai kondisi psikis saya sejak saat kejadian sma tersebut. Banyak yang berkomentar bahwa saya terlalu berlebihan dalam menanggapi situasi ini. Dan hal tersebut membuat saya merasa semakin terpuruk.,I think more about negative comments about my psychological condition since the high school incident. Many people commented that I was overreacting to this situation. And this made me feel even worse.,RAW-ORI,No Distortion,No Distortion
"Saya sering mendapatkan pujian karna saya sedikit beruntung di bidang akademik,namun saya perna mendengar bahwa ia hanya pintar di bidang akademik saja namu tidak di nonakdemik dan itu terus menjadi beban pikiran saya","I often get compliments because I'm a little lucky in academics, but I've heard that he's only smart in academics but not in non-academics and that continues to weigh on my mind.",RAW-ORI,No Distortion,No Distortion
"Semasa SMP dulu, saya sering mendapat pujian dari orang tua (terutama ibu) karena sering mendapatkan juara umum. Saat menduduki bangku SMA, pandemi Covid-19 mewabah, dan hal ini sedikit-banyak memengaruhi performa akademik saya. Saya sempat meraih ranking 3 di kelas dan ranking 10 di angkatan. Saya merasa sangat bangga dengan hal itu karena saya merasa saya sudah melakukan yang terbaik di masa-masa sulit itu (terutama bagi mental saya). Namun ketika saya memberitahukan hal itu kepada orang tua saya, mereka merasa sedikit kecewa dan bahkan sempat berujar kenapa saya tidak bisa mendapatkan ranking 1. Perkataan itu terus terpikirkan oleh saya, sampai pada tahap di mana saya menyadari bahwa saya sudah mengabaikan usaha saya sendiri dan cenderung malah menjadi tidak bersyukur atas apa yang sudah saya peroleh.","When I was in middle school, I often received praise from my parents (especially my mother) because I often won overall championships. When I was in high school, the Covid-19 pandemic broke out, and this more or less affected my academic performance. I was ranked 3rd in class and 10th in class. I feel very proud of that because I feel I have done my best in those difficult times (especially for me mentally). However, when I told my parents about this, they felt a little disappointed and even said why I couldn't get 1st place. I kept thinking about those words, to the point where I realized that I had neglected my own efforts and tended to become ungrateful for what I had obtained.",RAW-ORI,No Distortion,No Distortion
"Saya pernah mendapat pujian atas keberhasilan saya menjalankan program kerja. Namun, ada beberapa orang yang berkata bahwa kinerja saya biasa biasa saja dan acaranya juga terkesan biasa saja","I have received praise for my success in running a work program. However, there are some people who say that my performance is mediocre and the event also seems mediocre.",RAW-ORI,No Distortion,No Distortion
"saya pernah dipilih untuk mengikuti olimpiade matematikan dan itu merupakan pencapaian yang saya banggakan namun di patahkan oleh orang tua saya karena saya tidak pantas mengikuti lomba tersebut karena hanya merepotkan orang tua saya, dan pada akhirnya saya pesimis dan mendapat peringkat terakhir pada lomba tersebut","I was once chosen to take part in a math olympiad and it was an achievement that I was proud of, but my parents rejected it because I was not worthy of taking part in the competition because it would only bother my parents, and in the end I was pessimistic and got last place in the competition.",RAW-ORI,No Distortion,No Distortion
"Ada salah satu orang yang berkomentar negatif terhadap kepribadian dan kemampuan saya, dan komentar tersebut selalu terngiang-ngiang dalam pikiran saya sehingga sewaktu-waktu saya menjadi down","There was one person who made negative comments about my personality and abilities, and these comments always reverberated in my mind so that at times I became down.",RAW-ORI,No Distortion,No Distortion
"saya merupakan tipe orang dimana saya tidak akan terlalu memikir kan hal-hal negatif yang dilontarkan oeh orang lain kepada saya, karena saya berpikir bahwa itu akan membuat mental saya rusak","I am the type of person where I don't think too much about the negative things that other people say to me, because I think that it will damage my mentality.",RAW-ORI,No Distortion,No Distortion
Ketika orangtua dan orang sekitar mempertanyakan kenapa memilih universitas saat ini,When parents and people around them question why they chose university at this time,RAW-ORI,No Distortion,No Distortion
"Pada pengalaman perlombaan robotika di SMA dulu, teman saya selalu berpikir bahwa prestasi kemenangan yang di dapati mayoritas hanya kebetulan karena memang sudah pernah di raih oleh anak SMA beberapa tahun sebelumnya (walaupun kita menang mengalahkan team robotika di kelas universitas-universitas).","In the experience of robotics competitions in high school, my friends always thought that the majority of their winning achievements were just a coincidence because high school students had already achieved this several years earlier (even though we won, beating the robotics team in the university class).",RAW-ORI,No Distortion,No Distortion
"Ani mendapat pekerjaan yang bagus, namun Ia tidak merasa itu hal yang positif/ membanggakan karena banyak teman lain juga dapat pekerjaan yang lebih bagus.Ani berpikir “pekerjaan bagus ini karena keberuntungan” bukan buah usaha dirinya dalam mencari pekerjaan. Ani mengabaikan bahwa pekerjaan yang bagus adalah hal positif.","Ani got a good job, but she didn't feel it was a positive/promising thing because many other friends also got better jobs. Ani thought ""this good job was due to luck"" and not the result of her efforts in looking for work. Ani ignores that a good job is a positive thing.",RAW-ORI,No Distortion,No Distortion
"Saya sudah ujian proposal di semester 4. Banyak teman-teman saya yang berasar dari prodi lain membanggakan hal tersebut, namun saya sebaliknya. Saya berfikir ini bukanlah hal yang benar karena sebenarnya saya belum memenuhi syarat ujian proposal.","I took the proposal exam in semester 4. Many of my friends from other study programs brag about it, but I'm the opposite. I think this is not the right thing because I actually haven't met the requirements for the proposal exam.",RAW-ORI,No Distortion,No Distortion
Ketika banyak orang yang bisa menjawab suatu pertanyaan,When many people can answer a question,RAW-ORI,No Distortion,No Distortion
Ketika saya mendapatkan juara 1 dan saya merasa hal itu biasa.,When I got 1st place and I felt it was normal.,RAW-ORI,No Distortion,No Distortion
Saya pernah berpikir bahwa ketika saya memenangkan sebuah perlombaan itu adalah hal yang mudah. Karena teman-teman saya juga bisa mendapatkannya. Dan saya tidak berpikir bahwa saya menang karena usaha saya.,I used to think that when I won a race it would be easy. Because my friends can also get it. And I don't think that I won because of my efforts.,RAW-ORI,No Distortion,No Distortion
"Saya mendapat nilai memuaskan, namun saya tidak merasa itu hal yang positif karena banyak teman lain juga dapat nilai memuaskan.","I got a satisfactory score, but I don't feel that it's a positive thing because many other friends also got satisfactory scores.",RAW-ORI,No Distortion,No Distortion
Saya dan semua teman-teman saya pernah mendapat nilai sempurna pada ujian semester tapi itu tidak spesial,I and all my friends once got perfect scores on semester exams but that's nothing special,RAW-ORI,No Distortion,No Distortion
Mungkin saat saya bertanding dimana saat saya mendapat juara 3 saya merasa menyesal tidak bisa mendapatkan juara 1 dimana juara 3 banyak dicari oleh peserta lain.,Maybe when I competed when I got 3rd place I felt regretful that I couldn't get 1st place because 3rd place was much sought after by other participants.,RAW-ORI,No Distortion,No Distortion
Saya merasa kurang bersyukur atas apa yang saya miliki karena banyak teman teman yang memiliki hal yang lebih baik dari saya,I feel less grateful for what I have because many friends have better things than me,RAW-ORI,No Distortion,No Distortion
Untuk saat ini tidak ada,Currently there are none,RAW-ORI,No Distortion,No Distortion
Saat project akhir saya percaya diri akan mendapatkan nilai A karena saya yang mengerjakan semua projectnya dan teman tidak bisa apa apa saat ditanya,"When it came to the final project, I was confident that I would get an A because I did all the projects and my friends couldn't do anything when asked",RAW-ORI,No Distortion,No Distortion
"Saya belum pernah merasa di posisi tsb, karna saya selalu menghargai hasil dan proses yang saya lakukan","I have never felt like I was in that position, because I always appreciate the results and processes that I do",RAW-ORI,No Distortion,No Distortion
sama kasusnya seperti yang dicontoh,same case as the example,RAW-ORI,No Distortion,No Distortion
"ketika saya mengikuti sebuah kompetisi menulis. Setelah mengirimkan naskah saya, saya mulai menantikan hasilnya dengan sangat gugup. Ketika pengumuman pemenang akhirnya keluar, saya merasa sangat kecewa karena naskah saya tidak terpilih sebagai salah satu pemenang.","when I entered a writing competition. After submitting my manuscript, I started waiting very nervously for the results. When the winner announcement finally came out, I felt very disappointed because my manuscript was not selected as one of the winners.",RAW-ORI,No Distortion,No Distortion
Saya tidak pernah memiliki peristiwa tersebut dalam hidup saya,I have never had such an event in my life,RAW-ORI,No Distortion,No Distortion
Berpikiran bahwa saat selesai menyapu halaman rumah cepat bersih karena skalanya kecil,Think that when you finish sweeping your yard it will be clean quickly because the scale is small,RAW-ORI,No Distortion,No Distortion
Dalam ujian saya juga pernah merasakan hal tersebut karena saya mendapatkan nilai yang bagus dan teman teman saya juga mendapatkan nilai bagus sehingga saya merasa kalau memang ujian tersebut mudah bukan karena saya bisa. Tetapi saya berpikir lagi kenapa ujian tersebut mudah karena saya bisa atau telah mempersiapkan diri untuk ujian tersebut bukan hanya karena soal yang mudah. Sehingga saya menganggap hal tersebut merupakan hal yang positif untuk diri saya,"In exams, I also felt this way because I got good grades and my friends also got good scores, so I felt that the exam was easy, not because I could do it. But I thought again why the exam was easy because I could or had prepared myself for the exam, not just because the questions were easy. So I consider this to be a positive thing for me",RAW-ORI,No Distortion,No Distortion
"bisa tampil dipanggung kecil, dan ditonton orang lain, aku berfikir itu adalah hal kecil yg bisa dilakukan semua org, ternyata aku salah karna sebenernya tidak semua mental org siap untuk di tonton banyak org","being able to appear on a small stage, and be watched by other people, I thought it was a small thing that everyone could do, it turns out I was wrong because actually not all people are mentally ready to be watched by many people",RAW-ORI,No Distortion,No Distortion
Sonata juga merasa bahwa membunuh hal yang tidak terpuji jadi sonata juga masih tidak melaksanakan hal tersebut,Sonata also feels that killing something is dishonorable so Sonata still doesn't do that,RAW-ORI,No Distortion,No Distortion
Saya tidak pernah merasa seperti hal diatas,I have never felt like the above,RAW-ORI,No Distortion,No Distortion
Pada saat dulu saya pernah mendapatkan nilai ujian 95 dan menurut saya hal ini biasa saja padahal ada cukup banyak yg nilainya rendah.,"In the past, I got a test score of 95 and I thought this was normal even though there were quite a lot of people with low scores.",RAW-ORI,No Distortion,No Distortion
Saya tidak berfikir seperti itu. Untuk berfikir jika sesuatu yang terjadi hanya karena keberuntungan adalah bodoh.,I don't think like that. To think that something happens just because of luck is stupid.,RAW-ORI,No Distortion,No Distortion
Saya pernah berpikir bahwa ada salah satu dosen di semester 1 saya itu santai dan tidak begitu menakutkan sedangkan teman2 saya berpikir bahwa dosen itu mengerikan,I once thought that one of the lecturers in my 1st semester was relaxed and not that scary while my friends thought that the lecturer was scary,RAW-ORI,No Distortion,No Distortion
Pernah terbenak juga di pikiran saya karena peserta lombanya lebih sedikit maka kemungkinan lolos seleksi juga lebih mudah.,"It also crossed my mind that because there were fewer participants in the competition, the possibility of passing the selection was also easier.",RAW-ORI,No Distortion,No Distortion
"Teman saya ketika mendapatkan mendapatkan nilai A dia merasa biasa saja dan menganggap itu hnya nilai sangatlah mudah bagi dia mendapatkan itu, dia tidak tau jika saya mendapat nilai tersebut saya akan sangat sangat senang","When my friend got an A, he felt it was normal and thought it was just a grade, it was very easy for him to get it, he didn't know that if I got that grade I would be very, very happy.",RAW-ORI,No Distortion,No Distortion
"Saya sering juara lomba menggambar, bahkan orang tua saya sangat bangga. Mereka sampai bilang bahwa saya bisa terus meningkatkan bakat saya. Namun saya benci karena setiap kali saya juara saya melihat bahwa ada orang lain yang gambarnya sedikit lebih bagus daripada saya namun saya yang juara dan bahkan mendapatkan hadiahnya yg cukup besar. Saya merasa tidak pantas walau saya tau juri melihat dari kesesuaian tema juga","I often win drawing competitions, even my parents are very proud. They even said that I could continue to improve my talent. But I hate it because every time I win I see that there are other people whose drawings are a little better than mine but I am the winner and even get a pretty big prize. I felt it was inappropriate even though I knew the jury looked at the suitability of the theme too",RAW-ORI,No Distortion,No Distortion
"Saat saya meraih suatu juara / lainnya, saya merasa tidak banyak berusaha untuk hal itu","When I win something/other, I feel like I didn't put much effort into it",RAW-ORI,No Distortion,No Distortion
"Tidak pernah, mau buruk atau baikpun, walau banyak pikiran negatif, saya selalu bangga dengan hasil yang saya capai","Never, whether bad or good, even though there are many negative thoughts, I am always proud of the results I achieve",RAW-ORI,No Distortion,No Distortion
"disaat mendapatkan sisi negatif, disitu saya mulai mencari dari sumber lain apakah hal itu benar terjadi?.","When I get the negative side, that's when I start looking for other sources to see if it really happened.",RAW-ORI,No Distortion,No Distortion
Melakukan kesalahan yang sama dan suatu kegiatan yang mengakibatkan kerugian pada suatu kelompok,Committing the same mistake and an activity that results in harm to a group,RAW-ORI,No Distortion,No Distortion
“nilai bagus ini karena soalnya gampang” bukan buah usaha dirinya dalam belajar. Andika mengabaikan bahwa nilai memuaskan adalah hal positif.,"""This good grade is because the questions are easy"" is not the result of his efforts in studying. Andika ignores that satisfactory grades are a positive thing.",RAW-ORI,No Distortion,No Distortion
Ketika ditunjuk menjadi ketua saua hanya melihat seberapa berat tanggung jawabnya tanpa melihat peluang dan pengalaman yang didapatkan,"When you are appointed as chairman, you only see how heavy the responsibility is without looking at the opportunities and experience you will get",RAW-ORI,No Distortion,No Distortion
Saya berpikir kepada teman saya yang lebih hebat bermain sepak bola dan menilai bahwa dia biasa saja mainya,I thought about my friend who was better at playing soccer and judged that he was just an ordinary player,RAW-ORI,No Distortion,No Distortion
Saya tidak pernah bangga ketika dapat nilai 100 karena merasa masih banyak hal yang perlu dipelajari,I was never proud when I got a score of 100 because I felt there were still many things I needed to learn,RAW-ORI,No Distortion,No Distortion
"Suatu saat dalam hidup saya ketika saya berfokus pada informasi negatif dan melakukan penyaringan informasi terjadi saat saya mengikuti kompetisi debat di tingkat sekolah. Saya sangat bersemangat dan telah berlatih dengan keras bersama tim debat saya untuk menghadapi kompetisi tersebut. Pada hari kompetisi, tim kami melalui beberapa babak awal dengan baik. Namun, saat kami mencapai babak semifinal, kami mengalami kekalahan yang cukup memilukan. Kami merasa sangat kecewa karena kami telah bekerja keras dan merasa bahwa kami seharusnya mendapatkan tempat di babak final. Setelah kekalahan tersebut, saya terus berpikir tentang kesalahan-kesalahan yang kami buat selama debat. Saya terobsesi dengan detail-detail negatif dalam pertandingan, seperti kata-kata yang salah yang kami gunakan atau argumentasi yang kurang kuat. Saya merasa bahwa semuanya adalah kesalahan kami dan bahwa kami seharusnya tampil lebih baik.","One time in my life when I focused on negative information and filtered information occurred when I participated in a debate competition at the school level. I am very excited and have been practicing hard with my debate team for the competition. On the day of the competition, our team went through the first few rounds well. However, when we reached the semifinals, we experienced quite a heartbreaking defeat. We felt very disappointed as we had worked hard and felt that we should have earned a place in the final. After the loss, I kept thinking about the mistakes we made during the debate. I obsess over the negative details of the game, like the wrong words we used or the arguments that weren't strong enough. I felt that everything was our fault and that we should have done better.",RAW-ORI,No Distortion,No Distortion
"Nilai di KHS saya selama kuliah banyak yang A, tetapi saya yakin tidak semuanya sesuai dengan nilai yang saya dapat.","Most of my KHS grades during college were A's, but I'm sure not all of them correspond to the grades I got.",RAW-ORI,No Distortion,No Distortion
Beberapa kali saya merasa nilai saya lebih tinggi dibandingkan kemampuan diri saya karena saya sering tidak percaya diri dengan kemampuan diri namun teman saya merasa bahwa saya mampu untuk melakukannya,Several times I felt that my grades were higher than my own abilities because I was often not confident in my abilities but my friends felt that I was capable of doing it.,RAW-ORI,No Distortion,No Distortion
"diterima snmptn tahun lalu, portofolio saya di approve dan saya diterima di istitusi tsb, namun saya harus mengundurkan diri sebelum sempat kesana","I was accepted by SMPTN last year, my portfolio was approved and I was accepted into that institution, but I had to resign before I could go there.",RAW-ORI,No Distortion,No Distortion
"tidak pernah, menurut saya sekalipun apa yang saya bisa lakukan merupakan hal yang biasa-biasa saja dan bisa dilakukan oleh banyak orang, setidaknya saya punya sesuatu yang bernilai dan saya bisa lakukan, saya selalu menganggap positif hal tersebut.","Never, in my opinion, even if what I can do is something that is ordinary and can be done by many people, at least I have something of value and I can do it, I always think positively about it.",RAW-ORI,No Distortion,No Distortion
"teman saya mendapatkan nilai yang bagus dari saya, tetapi ia mengeluh dan tidak merasa puas dengan nilainya, saya pun berfikir bahwa sesuatu yang kita miliki harus kita syukuri karena tidak semua orang mendapatkan hal tersebut","my friend got a good grade from me, but he complained and was not satisfied with his grade, I also thought that we should be grateful for something we have because not everyone gets that",RAW-ORI,No Distortion,No Distortion
Saya tidak pernah mengalami kejadian tersebut.,I have never experienced this incident.,RAW-ORI,No Distortion,No Distortion
"Pada akhir semester saya mendapatnya dan teman saya mendapatkan nilai 8, dan ada beberapa siswa yang mengikuti les dari guru mapel tersebut mendapatkan nilai sempurnaaa.","At the end of the semester I got it and my friend got a score of 8, and there were several students who took lessons from the subject teacher who got perfect scores.",RAW-ORI,No Distortion,No Distortion
"mendapat nilai tinggi di pelajaran matematika wajib, saat itu saya merasa hal tersebut merupakan hal yang wajar dan biasa saja. padahal jika dipikirkan kembali, mendapat nilai tinggi di mata pelajaran matematika wajib bukan hal yang mudah terlebih saat materi itu, dan merupakan hal positif yang seharusnya saya syukuri.","getting high marks in mandatory mathematics, at that time I felt this was normal and normal. even though if you think about it, getting a high score in the mandatory mathematics subject is not an easy thing, especially in that material, and is a positive thing that I should be grateful for.",RAW-ORI,No Distortion,No Distortion
Dulu matematika adalah pelajaran yang sangat saya benci karena saya malas belajar dan jarang berlatih akan tetapi saya haru itu sering membaca buku dan sering berlatih matematika dan saat ujian semua soal bisa saya selesaikan dengan mudah,"In the past, mathematics was a subject that I really hated because I was lazy to study and rarely practiced, but now I often read books and often practice mathematics and during exams I can solve all the questions easily.",RAW-ORI,No Distortion,No Distortion
"Saya jarang berfikir seperti ini. jika saya bisa melakukan suatu hal dan teman-teman saya bisa saja justru cenderung berfikir ""kamu sudah melakukan yang terbaik seperti mereka""","I rarely think like this. if I can do something and my friends might actually tend to think ""you have done as well as them""",RAW-ORI,No Distortion,No Distortion
Saya pernah mendapatkan nilai yang bagus tapi saya masih sering kurang puas karena ada teman saya yang mendapatkan nuilai yang bagus karena curang bukan karena usaha sendiri,"I once got good grades but I am still often dissatisfied because there are friends of mine who get good grades because they cheated, not because of their own efforts.",RAW-ORI,No Distortion,No Distortion
"Saya cenderung sering berfikir bahwa saya sangatlah beruntung bila mendapat nilai bagus dalam tes, bukannya berfikir bahwa ini terjadi karena effort.","I tend to often think that I am very lucky if I get a good score on a test, instead of thinking that this happens because of effort.",RAW-ORI,No Distortion,No Distortion
denial adalah hal yang cukup sering saya lakukan untuk tetap menjaga mindset dan pemikiran saya agar mau terus berkembang. takut akan sifat sombong saya lebih memilih untuk merendahkan pemikiran saya dari pada harus mengapresiasi segalanya. saya menetapkan standarisasi dan gol tersendiri pada diri saya atas segala hal yang saya ambil. ini adalah hal negatif yang selalu saya lakukan ketika mendapatkan pencapaian. pemikiran ini adalah pemikiran toxic yang harus di hapuskan tapi hanya dengan ini saya bisa menjaga tetap kestabilan mindset dan pemikiran saya,"Denial is something I do quite often to maintain my mindset and thoughts so that I want to continue to develop. afraid of being arrogant, I prefer to humble my thoughts rather than appreciate everything. I set standards and goals for myself for everything I take on. This is a negative thing that I always do when I get an achievement. This thought is a toxic thought that must be eliminated, but only with this can I maintain the stability of my mindset and thoughts",RAW-ORI,No Distortion,No Distortion
"Pernah berteman sama orang yang bisa memperbaiki speda tapi oragnya suka minjem-minjem uang jadi wakti"" untuk deketin dia",Ever been friends with someone who can repair bicycles but the person likes to borrow money so it's time to get close to him?,RAW-ORI,No Distortion,No Distortion
"Saya mendapatkan beberapa perlakuan baik, sepertinya $bukan karena kemampuan saya tapi karena saya memiliki keluarga yang cukup berpengaruh.$","I get some good treatment, apparently not because of my abilities but because I have a fairly influential family.$",RAW-ORI,No Distortion,No Distortion
"Nope, tidak pernah terjadi","Nope, never happened",RAW-ORI,No Distortion,No Distortion
"Tidak pernah, begitu diserahi tanggung jawab, langsung memikirkan cara untuk menyelesaikan","Never, once entrusted with responsibility, immediately think about how to solve it",RAW-ORI,No Distortion,No Distortion
"teman bilang soal ujian akan sesulit itu dan semua akan remedial, saya mengabaikan dan biarlah tetap fokus apa dipelajari dan dikerjakan","My friend said the exam questions would be that difficult and everything would be remedial, I ignored them and let me stay focused on what I was studying and doing",RAW-ORI,No Distortion,No Distortion
"Saya tidak pernah mengalaminya, karena saya orang yg cuek","I've never experienced it, because I'm an ignorant person",RAW-ORI,No Distortion,No Distortion
"Saya tidak pernah merasa begitu bersungguh-sungguh dalam melakukan sesuatu, oleh sebab itu apa pun rintangan yang saya alami, saya anggap buah dari ketidak seriusan saya","I have never felt so serious about doing something, therefore whatever obstacles I experience, I consider them the result of my lack of seriousness.",RAW-ORI,No Distortion,No Distortion
"Apa saja yang saya lakukan baik usaha, pendidikan, penggapaian dll tidak ada sebanding dengan apa yg terjadi pada kehidupan kakak saya","Whatever I do, whether in business, education, achievements, etc., is nothing compared to what happened in my sister's life",RAW-ORI,No Distortion,No Distortion
"Saat mengerjakan soal ujian, mudah dan gampang tetapi saya menilai bahwa memang soal itu gampang","When doing exam questions, they are easy and easy, but I think that the questions are indeed easy",RAW-ORI,No Distortion,No Distortion
Saya tidak pernah berpikir seperti itu,I never thought like that,RAW-ORI,No Distortion,No Distortion
"Ketika seseorang mengatakan bahwa saya tidak bisa sekolah lebih tinggi, karena orang tua yang berkecukupan , tetapi dengan omongan tersebut saya bisa mematahkan perkataan orang""","When someone says that I can't go to higher school, because my parents are rich, but with those words I can break people's words.""",RAW-ORI,No Distortion,No Distortion
nilai presentasi saya bersama kelompok diberikan nilai A oleh dosen hal ini karena berkat teman saya,"The value of my presentation with the group was given an A by the lecturer, this was thanks to my friend",RAW-ORI,No Distortion,No Distortion
Aku pernah mendapatkan nilai ulangan yang dibilang cukup bagus tetapi itu bukan hasil murni dari otakku tetapi dari google,I once got a test score that was said to be quite good but it wasn't purely the result of my brain but from Google,RAW-ORI,No Distortion,No Distortion
Pada saat semester 1 IPK saya diatas 3.5 namun disaat yang sama teman teman saya juga mendapat nilai yang hampir serupa hal itu membuat saya tidak begitu senang,In semester 1 my GPA was above 3.5 but at the same time my friends also got almost the same grades which made me not very happy.,RAW-ORI,No Distortion,No Distortion
mendapatkan nilai yang bagus karena usaha dari semua anggota kelompok,get good grades because of the efforts of all group members,RAW-ORI,No Distortion,No Distortion
Saya mendapatkan IPK bagus tetapi tidak bisa dikatakan memuaskan karena teman saya mendapatkan IPK yang memuaskan menurut saya,I got a good GPA but it can't be said to be satisfactory because my friend got a satisfactory GPA in my opinion,RAW-ORI,No Distortion,No Distortion
mendengar kan perkataan teman yng belum tentu faktanya benar,Listen to what friends say which are not necessarily true,RAW-ORI,No Distortion,No Distortion
"saya pernah merasa gagal dalam ujian matematika karena menjawab salah 1 soal karena ada teman saya yang mendapat nilai sempurna, padahal nilai saya juga hampir sempurna","I once felt like I failed a math exam because I answered one question wrong because a friend of mine got a perfect score, even though my score was also almost perfect.",RAW-ORI,No Distortion,No Distortion
Aku selalu belum merasa puas dengan hidupku pdhl banyak diluar sana orng tidak memiliki nasib seperti ku yang bisa kuliah bisa makan enak dlll,"I always don't feel satisfied with my life even though there are many people out there who don't have the fate like me who can go to college and eat well, etc.",RAW-ORI,No Distortion,No Distortion
Saya belum pernah mengalami hal seperti ini.,I've never experienced anything like this.,RAW-ORI,No Distortion,No Distortion
"Saya tidak pernah merasa sebuah hal baik itu hanya kebetulan, karena semua pasti ada campur tangan Tuhan untuk membalas segala doa-doa yang saya panjatkan","I never feel that something good is just a coincidence, because everything must be God's intervention to answer all the prayers I pray.",RAW-ORI,No Distortion,No Distortion
"Untuk peristiwa ini saya tidak pernah berpikir negatif, karena jika saya mendapatkan nilai bagus, berarti saya sudah paham dengan penjelasan dosen tersebut dan saya bangga dengan nilai tersebut.akan tetapi saya tidak sombong dengan nilai yang bagus tersebut.","For this incident, I never thought negatively, because if I got a good grade, it meant I had understood the lecturer's explanation and I was proud of that grade. However, I was not proud of that good grade.",RAW-ORI,No Distortion,No Distortion
"dulu ayah saya pernah bilang jika sudah dapet ringking 3 besar maka akan dapat hadiah namun nyatanya itu hanya khayalan belaka, mendapat nilai baguspun responnya cuman bilang hebat dan tertawa yang membuay saya tidak tertarik dengan mendapatkan nilai, selain itu semua orang pasti bisa menjadi pintar membuat saya selalu mempersilahkan seseorang untuk melangkahi saya","My father used to say that if I got a ranking in the top 3, I would get a prize, but in reality it was just a fantasy, even if I got a good score, the response was just saying it was great and laughing which made me not interested in getting a score, besides that, everyone can definitely be smart, which makes me always welcome someone to step over me.",RAW-ORI,No Distortion,No Distortion
Menyari tau bukti dll dan kebenarannya,"Search for evidence, etc. and the truth",RAW-ORI,No Distortion,No Distortion
Saya terkadang ketika nilai akhir saya keluar selalu merasa kurang bersyukur,Sometimes when my final grades come out I always feel less grateful.,RAW-ORI,No Distortion,No Distortion
Saya tidak senang mendapatkan nilai bagus,I don't like getting good grades,RAW-ORI,No Distortion,No Distortion
saya selalu dikatakan baik tapi saya merasa saya cuma membantu mereka yg minta tolong,I am always said to be good but I feel I only help those who ask for help,RAW-ORI,No Distortion,No Distortion
sempat mendapatkan nilai bagus karna hasil usaha sendiri,had time to get good grades because of the results of his own efforts,RAW-ORI,No Distortion,No Distortion
"Bisa di bilang sikap tidak enakan atau percaya diri yang kurang, kebanyakan orang sulit untuk menakar sifat ini, cenderung kebih ke satu sisi","You could say that you have a bad attitude or lack of self-confidence, most people find it difficult to measure this trait, they tend to be more to one side.",RAW-ORI,No Distortion,No Distortion
"Saya salah paham dengan teman saya karena saya memikirkan komentar negatif yang dilontarkan teman kelas terhadap teman saya itu. Hal ini berakibat merenggangnya hubungan pertemanan kami. Jika saya dapat mengulang waktu, saya berharap saya bisa meminta maaf kepada teman saya itu.","I misunderstood my friend because I thought about the negative comments my classmates made towards my friend. This resulted in straining our friendship. If I could turn back time, I wish I could apologize to my friend.",RAW-ORI,No Distortion,No Distortion
sama dengan contoh diatas,same as the example above,RAW-ORI,No Distortion,No Distortion
Tidak pernah berpikir seperti itu,Never thought like that,RAW-ORI,No Distortion,No Distortion
